English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Mixtec, Peñoles	Mixteco de Santiago Tlazoyaltepec, Mixteco de Peñoles, Mixteco de San Mateo Tepantepec, Penoles Mixtec, Eastern Mixtec, Mixteco de Santa María Peñoles, Tu'un savi	mil			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mil	Mexico	27	260			1	1			unknown						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecopenoles.mil	https://www.scriptureearth.org/data/mil/study/milNT_Mixteco_Penoles3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 257MB) ## https://www.scriptureearth.org/data/mil/study/milNT_Mixteco_Penoles-4.7.apk: (para dispositivos móviles con menos de Android 4.0 24MB) ## https://www.scriptureearth.org/data/mil/study/milNT_Mixteco_Penoles3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 238MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-penoles-nt-mil	https://live.bible.is/bible/MILTBL/Mat/1	https://www.bible.com/bible/792/MAT.1	https://www.globalrecordings.net/en/language/mil	1	https://www.scriptureearth.org/data/mil/study/mil_MAT_REV.jar			https://www.scriptureearth.org/data/mil/video/JESUSFilm-mil.txt								https://www.scriptureearth.org/data/mil/video/mil-johnvids.txt ## https://www.scriptureearth.org/data/mil/video/mil-johnvids-640.txt	https://www.scriptureearth.org/data/mil/video/mil-scripture-videos.txt ## https://www.scriptureearth.org/data/mil/video/mil-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mil	
Mixtec, Pinotepa Nacional	Mixteco del oeste de Jamiltepec, Costa, Jicaltepec, Coastal Mixtec, Jicaltepec Mixtec, Lowland Jicaltepec Mixtec, Western Jamiltepec Mixtec	mio			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mio	Mexico	27				1		1	50	1	50					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecopinotepanacional.mio	https://www.scriptureearth.org/data/mio/study/mioNT_Mixteco_Pinotepa_Nacional3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 195MB) ## https://www.scriptureearth.org/data/mio/study/mioNT_Mixteco_Pinotepa_Nacional-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/mio/study/mioNT_Mixteco_Pinotepa_Nacional3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 180MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-pinotepa-de-nacional-nt-mio	https://live.bible.is/bible/MIOWBT/Mat/1	https://www.bible.com/bible/776/MAT.1	https://globalrecordings.net/en/language/2896	1	https://www.scriptureearth.org/data/mio/study/mio_MAT_REV.jar				https://www.scriptureearth.org/data/mio/video/LukeVideo-mio.txt							https://www.scriptureearth.org/data/mio/video/mio-johnvids.txt ## https://www.scriptureearth.org/data/mio/video/mio-johnvids-640.txt	https://www.scriptureearth.org/data/mio/video/mio-scripture-videos.txt ## https://www.scriptureearth.org/data/mio/video/mio-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mio	
Mixtec, Potoichan	Mixteco de Potoichan, Mixtec, Alacatlatzala, Mixteco de Alacatlatzala	mim	6043		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mim&ROD_Code=6043	Mexico															1												https://www.scriptureearth.org/data/mim/video/JESUSFilm-mimP.es.txt																		language map: https://joshuaproject.net/languages/mim	
Mixtec, San Juan Colorado	Mixteco del Este de Jamiltepec, Mixteco de Oaxaca de la Costa Noroeste, Tu'un sav	mjc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mjc	Mexico	27	36		36	1		2	50	2	50					1	1	https://play.google.com/store/apps/details?id=org.wyliffe.mixtecosanjuancolorado.mjc	https://www.scriptureearth.org/data/mjc/study/mjcNT_Mixteco_San_Juan_Colorado-4.7.apk: (para dispositivos móviles con menos de Android 4.0)	New Testament: https://virtualstorehouse.org/products/mixteco-de-san-juan-colorado-nt-mjc		https://www.bible.com/bible/732/MAT.1	https://www.globalrecordings.net/en/language/mjc	1	https://www.scriptureearth.org/data/mjc/study/mjc_MAT_REV.jar																					language map: https://joshuaproject.net/languages/mjc	
Mixtec, San Miguel el Grande	Chalcatongo Mixtec, Mixteco de San Pedro Molinos, Mixteco del Sur Bajo	mig			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mig	Mexico	27	21		21	1				unknown						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecosmg.mig	https://www.scriptureearth.org/data/mig/study/migNT_Mixteco_San_Miguel_el_Grande-4.7.apk: (para dispositivos móviles con menos de Android 4.0)			https://www.bible.com/bible/858/MAT.1	https://www.globalrecordings.net/en/language/mig	1	https://www.scriptureearth.org/data/mig/study/mig_MAT_REV.jar												https://www.scriptureearth.org/data/mig/video/mig-scripture-videos.txt ## https://www.scriptureearth.org/data/mig/video/mig-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mig	
Mixtec, Santa Lucía Monteverde	Mixteco de Yosonotú	mdv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mdv	Mexico	1	16	unknown	16			1	9	unknown	9					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecomonteverde.mdv	https://www.scriptureearth.org/data/mdv/study/mdvNT_Mixteco_Monteverde-4.7.apk: (para dispositivos móviles con menos de Android 4.0)				https://www.globalrecordings.net/en/language/mdv														https://www.scriptureearth.org/data/mdv/video/mdv-scripture-videos.txt ## https://www.scriptureearth.org/data/mdv/video/mdv-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mdv	
Mixtec, Santa María Zacatepec	Mixteco del sur de Putla, Tacuate, Southern Putla Mixtec, Tu'un Va'a, Zacatepec Mixtec	mza			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mza	Mexico	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecozacatepecbiblia.mza	https://www.scriptureearth.org/data/mza/study/mzaNT_Mixteco_Zacatepec3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 224MB) ## https://www.scriptureearth.org/data/mza/study/mzaNT_Mixteco_Zacatepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0 18MB) ## https://www.scriptureearth.org/data/mza/study/mzaNT_Mixteco_Zacatepec3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 209MB)		https://live.bible.is/bible/MZAWBT/Mat/1	https://www.bible.com/bible/1385/MAT.1	https://www.globalrecordings.net/en/language/mza						https://www.scriptureearth.org/data/mza/video/mza-LukeVideo.txt							https://www.scriptureearth.org/data/mza/video/mza-johnvids.txt ## https://www.scriptureearth.org/data/mza/video/mza-johnvids-640.txt	https://www.scriptureearth.org/data/mza/video/mza-scripture-videos.txt ## https://www.scriptureearth.org/data/mza/video/mza-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mza	
Mixtec, Santo Domingo Nuxaá		mxy	19456		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mxy&ROD_Code=19456	Mexico		4		4											1							https://www.globalrecordings.net/en/language/03401																							language map: https://joshuaproject.net/languages/mxy	
Mixtec, Silacayoapan	Mixteco de San Simón Zahuatlán, tu̱hun ndáhví	mks			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mks	Mexico	27	30		30	1				unknown						1	1	https://play.google.com/store/apps/details?id=org.mixtecosilacayoapan.mks	https://www.scriptureearth.org/data/mks/study/mksNT_Mixteco_Silacayoapan-4.7.apk: (para dispositivos móviles con menos de Android 4.0)	New Testament: https://virtualstorehouse.org/products/mixteco-de-silacayoapan-nt-mks		https://www.bible.com/bible/254/MAT.1	https://www.globalrecordings.net/en/language/mks	1	https://www.scriptureearth.org/data/mks/study/mks_MAT_REV.jar			https://www.scriptureearth.org/data/mks/video/JESUSFilm-mks.txt																		language map: https://joshuaproject.net/languages/mks	
Mixtec, Southeastern Nochixtlán	San Andrés Nuxiño Mixtec, Santa Inés de Zaragoza Mixtec, Mixteco del sureste de Nochixtlán	mxy	19454		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mxy&ROD_Code=19454	Mexico		40		40											1							https://www.globalrecordings.net/en/language/19454						https://www.scriptureearth.org/data/mxy/video/LukeVideo-mxy.txt																	language map: https://joshuaproject.net/languages/mxy	
Mixtec, Southern Puebla	Mixteco de Acatlán, Mixteco de Puebla, Acatlán Mixtec, Da'an davi, Mixteco de la Frontera Puebla-Oaxaca, Mixteco del Sur de Puebla, Xayacatlán de Bravo	mit			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mit	Mexico	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecosurpuebla.mit	https://www.scriptureearth.org/data/mit/study/mitNT_Mixteco_sur_Puebla3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 229MB) ## https://www.scriptureearth.org/data/mit/study/mitNT_Mixteco_sur_Puebla-4.7.apk: (para dispositivos móviles con menos de Android 4.0 19MB) ## https://www.scriptureearth.org/data/mit/study/mitNT_Mixteco_sur_Puebla3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 212MB)	New Testament: https://virtualstorehouse.org/products/mixteco-del-sur-de-puebla-nt-mit	https://live.bible.is/bible/MITTBL/Mat/1	https://www.bible.com/bible/796/MAT.1	https://www.globalrecordings.net/en/language/mit	1	https://www.scriptureearth.org/data/mit/study/mit_MAT_REV.jar			https://www.scriptureearth.org/data/mit/video/JESUSFilm-mit.txt								https://www.scriptureearth.org/data/mit/video/mit-johnvids.txt ## https://www.scriptureearth.org/data/mit/video/mit-johnvids-640.txt	https://www.scriptureearth.org/data/mit/video/mit-scripture-videos.txt ## https://www.scriptureearth.org/data/mit/video/mit-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mit	
Mixtec, Southwestern Tlaxiaco	Mixteco del Sureste de Ocotepec, Mixteco del Suroeste de Tlaxiaco, Nuyoo, Yucuhiti, Mixteco de Santiago Nuyoo, Mixteco del suroeste del distrito de Tlaxiaco, Nuyoo Mixtec, Southeastern Ocotepec Mixtec, Tu̱'un ká'án' kájí	meh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=meh	Mexico	18	64	18	64											1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecosuroestetlaxiaco.meh					https://www.globalrecordings.net/en/language/meh														https://www.scriptureearth.org/data/meh/video/meh-scripture-videos.txt ## https://www.scriptureearth.org/data/meh/video/meh-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/meh	
Mixtec, Teita	Mixtec, San Juan Teita, Dañudavi, Teita Mixtec	xtj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=xtj	Mexico	1	29	1	29											1		https://play.google.com/store/apps/details?id=org.scriptureearth.mixtecoteita.xtj																			https://www.scriptureearth.org/data/xtj/video/xtj-scripture-videos.txt ## https://www.scriptureearth.org/data/xtj/video/xtj-ScriptureAnim-640.txt									mapa de idiomas: https://joshuaproject.net/languages/xtj	
Mixtec, Tezoatlán	Tu'un nda'i	mxb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mxb	Mexico	27	260			1	1	1	11	unknown	11					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecotezoatlan.mxb	https://www.scriptureearth.org/data/mxb/study/mxbNT_Mixteco_Tezoatlan3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 222MB) ## https://www.scriptureearth.org/data/mxb/study/mxbNT_Mixteco_Tezoatlan-4.7.apk: (para dispositivos móviles con menos de Android 4.0 18MB) ## https://www.scriptureearth.org/data/mxb/study/mxbNT_Mixteco_Tezoatlan3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 200MB) ## https://www.scriptureearth.org/data/mxb/study/mxb-Tezoatlan_Mixtec_Cantos-1.0.apk: (Cantos 39MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-tezoatlan-mxb	https://live.bible.is/bible/MXBMVR/Mat/1	https://www.bible.com/bible/711/MAT.1	https://www.globalrecordings.net/en/language/mxb	1	https://www.scriptureearth.org/data/mxb/study/mxb_MAT_REV.jar		Génesis 1 - 11									https://www.scriptureearth.org/data/mxb/video/mxb-johnvids.txt ## https://www.scriptureearth.org/data/mxb/video/mxb-johnvids-640.txt	https://www.scriptureearth.org/data/mxb/video/mxb-scripture-videos.txt ## https://www.scriptureearth.org/data/mxb/video/mxb-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mxb	
Mixtec, Tijaltepec	Mixteco de San Pablo Tijaltepec, Mixteco de Santa María Yosoyúa, Tu'un savi	xtl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=xtl	Mexico															1																														language map: https://joshuaproject.net/languages/xtl	
Mixtec, Yosondúa	Mixteco de Santiago Yosondúa, Southern Tlaxiaco Mixtec	mpm	04026		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mpm&ROD_Code=04026	Mexico	26		unknown						unknown						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecoyosondua.mpm	https://www.scriptureearth.org/data/mpm/study/mpmNT_Mixteco_Yosundua3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 222MB) ## https://www.scriptureearth.org/data/mpm/study/mpmNT_Mixteco_Yosundua-4.7.apk: (para dispositivos móviles con menos de Android 4.0 16MB) ## https://www.scriptureearth.org/data/mpm/study/mpmNT_Mixteco_Yosundua3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 209MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-yosondua-nt-mpm	https://live.bible.is/bible/MPMTBL/MAT/1?audio_type=audio_drama	https://www.bible.com/bible/741/MAT.1	https://www.globalrecordings.net/en/language/mpm	1	https://www.scriptureearth.org/data/mpm/study/mpm_MAT_REV.jar											https://www.scriptureearth.org/data/mpm/video/mpm-johnvids.txt ## https://www.scriptureearth.org/data/mpm/video/mpm-johnvids-640.txt	https://www.scriptureearth.org/data/mpm/video/mpm-scripture-videos.txt ## https://www.scriptureearth.org/data/mpm/video/mpm-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mpm	
Mixtec, Yucuañe	Mixteco del Sureste Central, Tnu'u savi	mvg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mvg	Mexico															1																														language map: https://joshuaproject.net/languages/mvg	
Miya	Demshin, Faishang, Federe, Fursum, Gala, Miyanci, Miyawa, Muya, vә́na mίy	mkf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mkf	Nigeria															1																														language map: https://joshuaproject.net/languages/mkf	
Mizo	Hualngo, Lei, Lusai, Lushai, Lushei, Sailau, Whelngo, Fannai, Ngente, Tlau, Duhlian Twang, Dulien, Lukhai, Lusago, Lusei, Lushai-Mizo, Mizo ṭawng, Chin, Mizo, Haulngo, Ka-Lin-Kaw, Le, Lushay	lus	6170		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=lus&ROD_Code=6170	Bangladesh, India, Myanmar															1					https://live.bible.is/bible/LUSBIV/Mat/1	PATHIAN LEHKHABU THIANGHLIM (MIZO): https://www.bible.com/bible/1048/MAT.1 ## Old Version Bible (MIZ): https://www.bible.com/bible/253/MAT.1	https://www.globalrecordings.net/en/language/6170					https://www.scriptureearth.org/data/lus/video/JESUSFilm-lus-06170.txt																			
Miꞌkmaq	Northern Micmac, Southern Micmac, Mi'kmaq, L'nui'simk, Mi'gmaq, Mi'gmaw, Mi'gmawi'simg, Micmac, Miigmao, Míkmawísimk, Restigouche, Mi'kmaw	mic			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mic	Canada, United States															1				New Testament: https://www.biblescanada.com/mig283-migmaq-nt-hb ## Bible Stories: https://www.biblescanada.com/filterSearch?q=Mi%27kmaq		https://www.bible.com/bible/802/MAT.1	https://www.globalrecordings.net/en/language/mic	1																							
Mnong, Central	Budang, Budong, Bunong, Phanong, Pnong, Biat, Bu Dang, Bu Rung, Bunor, Dih Bri, Preh, Phnong, Bu Nar, Préh, Bhiét, Di-Pri, Pre, Bu Nong, Central Bu Nong	cmo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=cmo	Cambodia, Vietnam															1					https://live.bible.is/bible/CMOBSCM/mat/1	Nau Kôranh Brah Ngơi Nau Tâm Rnglăp Mhe (CMOLTNT): https://www.bible.com/bible/1657/MAT.1 ## នាវ​កោរាញ​ឞ្រាស​ងើយ​​នាវ​តឹម​រាង្លាប់​មហែ (CMOKHNT): https://www.bible.com/bible/1758/MAT.1	https://www.globalrecordings.net/en/language/cmo					https://www.scriptureearth.org/data/cmo/video/JESUSFilm-cmo.txt																			
Moba	Ben, Moa, Moab, Moare, Lok, Natchaba, Yanbann, Jifelm, Muaba	mfq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mfq	Burkina Faso, Togo			unknown						unknown						1					https://live.bible.is/bible/MFQWBT/mat/1	Yiesu Lɑbɑmɑnn Muɑl Ni (MOBANT07): https://www.bible.com/bible/2237/MAT.1	https://globalrecordings.net/en/language/4895					https://www.scriptureearth.org/data/mfq/video/JESUSFilm-mfq.txt																			
Mocoví	Mbocobí, Mocobí, Mokovi	moc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=moc	Argentina															1							https://www.globalrecordings.net/en/language/moc																							language map: https://joshuaproject.net/languages/moc	
Mofa	Central Mafa, East Mafa, Roua, West Mafa, Bao, Djingliya, Gouzda, Koza, Ldamtsai, Magoumaz, Mavoumay, Mazam, Midre, Mokola, Mokolo, Moskota, Ouzal, Soulede, Mafa, Natakan, Bula, Bulahai	maf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=maf	Cameroon, Nigeria															1							https://www.globalrecordings.net/en/language/maf					https://www.scriptureearth.org/data/maf/video/JESUSFilm-maf.txt																			
Mofu, North	Douroun, Wazan, Durum, Mofu de Douroum, Wazang, Douvangar, Mofu-Douvangar, Mofu-Nord	mfk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mfk	Cameroon															1							https://www.globalrecordings.net/en/language/mfk																							language map: https://joshuaproject.net/languages/mfk	
Mofu-Gudur	Dimeo, Gudur, Massagal, Mokong, Njeleng, Zidim, Massakal, Mey Dimew, Mey Gudal, Mey Məkaŋ, Mey Masakal, Mey Njeleŋ, Mey Zədem, Mey ŋga aŋgwa, Mey Mafaw, Mey Mafaw Gudur, Mey aŋgwa, Mofou, Mofou de Goudour, Mofu, Mofu South, Mofu-Sud	mif			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mif	Cameroon															1		Le texte du Nouveau Testament en mofu-gudur et l’audio synchronisée: https://play.google.com/store/apps/details?id=org.ipscameroon.mifbible.mofugudur			https://live.bible.is/bible/MIFWBT/Mat/1	https://www.bible.com/bible/1785/MAT.1	https://www.globalrecordings.net/en/language/mif					https://www.scriptureearth.org/data/mif/video/JESUSFilm-mif.txt																		language map: https://joshuaproject.net/languages/mif	
