English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Mixtec, Coatzospan	Mixteco de Teotitlán, Mixteco de Coatzóspan, Teotitlán Mixtec, Tu'un davi	miz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=miz	Mexico	27	260			1	1									1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecocoatzospan.miz	https://www.scriptureearth.org/data/miz/study/mizNT_Mixteco_Coatzospan3gp-9.1.apk: (con el texto y audio del Nuevo Testamento 168MB) ## https://www.scriptureearth.org/data/miz/study/mizNT_Mixteco_Coatzospan-4.7.apk: (para dispositivos móviles con menos de Android 4.0 15MB) ## https://www.scriptureearth.org/data/miz/study/mizNT_Mixteco_Coatzospan3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 153MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-coatzospan-nt-miz ## Nuevo Testamento: https://www.amazon.com.mx/Coatzospan-Mixtec-Testament-Wycliffe-Translators/dp/1531304230/ref=sr_1_2?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=CNC84Y7P1A58&keywords=new+testam ## New Testament: https://www.amazon.com/Coatzospan-Mixtec-Testament-Wycliffe-Translators/dp/1531304230/ref=sr_1_2?crid=9366Y0CD427W&keywords=Coatzospan+Mixtec+New+Testament&qid=1649104878&sprefix=c	https://live.bible.is/bible/MIZTBL	https://www.bible.com/bible/713/MAT.1	https://www.globalrecordings.net/en/language/miz	1	https://www.scriptureearth.org/data/miz/study/miz_MAT_REV.jar				https://www.scriptureearth.org/data/miz/video/LukeVideo-miz.txt							https://www.scriptureearth.org/data/miz/video/miz-johnvids.txt ## https://www.scriptureearth.org/data/miz/video/miz-johnvids-640.txt	https://www.scriptureearth.org/data/miz/video/miz-scripture-videos.txt ## https://www.scriptureearth.org/data/miz/video/miz-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/miz	
Mixtec, Coicoyán	M. de San Juan Piñas, M. de Juxtlahuaca, M. de San Martín Peras, Mixteco de San Juan Piñas, Mixteco de Juxtlahuaca, Mixteco de San Martín Peras, Coicoyán, San Juan Piñas, San Martín Peras, Mixtec, Western Juxtlahuaca, Coicoyán Mixtec, Mixteco del Oeste de Juxtlahuaca, To'on Savi	jmx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=jmx	Mexico	1	16	1	16											1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecocoicoyan.jmx				The New Testament book of Mark: https://www.bible.com/en-GB/bible/2995/MAT.1																								language map: https://joshuaproject.net/languages/jmx	
Mixtec, Cuquila	(See Mixtec, Ocotepec), Mixtec Ocotepec, Mixtec Ocotepec: Santa Catarina Yosonotu, Mixtec, Ocotepec	mie	6387		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mie&rod=6387	Mexico																						https://globalrecordings.net/en/language/6387	1				https://www.scriptureearth.org/data/mie/video/JESUSFilm-mie-06387.txt																		language map: https://joshuaproject.net/languages/mie	
Mixtec, Diuxi-Tilantongo	Mixteco Central de Nochixtlán, Central Nochixtlán Mixtec, Mixteco del Este Central, Tnu'un dau	xtd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xtd	Mexico	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecodiuxi.xtd	https://www.scriptureearth.org/data/xtd/study/xtdNT_Mixteco_Diuxi-Tilantongo3gp-9.0.1.apk: (con el texto y audio del Nuevo Testamento 245MB) ## https://www.scriptureearth.org/data/xtd/study/xtdNT_Mixteco_Diuxi-Tilantongo-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/xtd/study/xtdNT_Mixteco_Diuxi-Tilantongo3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 227MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-diuxi-y-tilantongo-nt-xtd ## Nuevo Testamento: https://www.amazon.com.mx/Diuxi-tilantongo-Mixtec-Testament-Wycliffe-Translators/dp/1531307140/ref=sr_1_3?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=CNC84Y7P1A58&keywords=new+ ## New Testament: https://www.amazon.com/Diuxi-tilantongo-Mixtec-Testament-Wycliffe-Translators/dp/1531307140/ref=sr_1_2?crid=21AVH578HINW&keywords=Diuxi-tilantongo+Mixtec+New+Testament&qid=16491050	https://live.bible.is/bible/XTDTBL	https://www.bible.com/bible/719/MAT.1	https://www.globalrecordings.net/en/language/xtd	1	https://www.scriptureearth.org/data/xtd/study/xtd_MAT_REV.jar			https://www.scriptureearth.org/data/xtd/video/JESUSFilm-xtd.txt								https://www.scriptureearth.org/data/xtd/video/xtd-johnvids.txt ## https://www.scriptureearth.org/data/xtd/video/xtd-johnvids-640.txt	https://www.scriptureearth.org/data/xtd/video/xtd-scripture-videos.txt ## https://www.scriptureearth.org/data/xtd/video/xtd-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/xtd	
Mixtec, Jamiltepec	Mixteco de la Costa Chica de Oaxaca	mxt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mxt	Mexico	27	260			1	1		50		50					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecojamiltepec.mxt	https://www.scriptureearth.org/data/mxt/study/mxtNT_Mixteco_Jamiltepec3gp-9.0.1.apk: (con el texto y audio del Nuevo Testamento 194MB) ## https://www.scriptureearth.org/data/mxt/study/mxtNT_Mixteco_Jamiltepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/mxt/study/mxtNT_Mixteco_Jamiltepec3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 179MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-jamiltepec-nt-mxt ## Nuevo Testamento: https://www.amazon.com.mx/Jamiltepec-Mixtec-Testament-Wycliffe-Translators/dp/1531304575/ref=sr_1_4?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=CNC84Y7P1A58&keywords=new+testam ## New Testament: https://www.amazon.com/Jamiltepec-Mixtec-Testament-Wycliffe-Translators/dp/1531304575/ref=sr_1_1?crid=2RWFJP25SWDW4&keywords=Jamiltepec+Mixtec+New+Testament&qid=1649105626&sprefix=	https://live.bible.is/bible/MXTTBL	https://www.bible.com/bible/775/MAT.1	https://www.globalrecordings.net/en/language/mxt	1	https://www.scriptureearth.org/data/mxt/study/mxt_MAT_REV.jar				https://www.scriptureearth.org/data/mxt/video/LukeVideo-mxt.txt								https://www.scriptureearth.org/data/mxt/video/mxt-scripture-videos.txt ## https://www.scriptureearth.org/data/mxt/video/mxt-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mxt	
Mixtec, Jamiltepec Noroeste	M. de Santiago Ixtayutla, Mixteco del noreste de Jamiltepec, Northeastern Jamiltepec Mixtec, Tu'un savi	vmj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=vmj	Mexico							1		1						1		https://play.google.com/store/apps/details?id=org.scriptureearth.mixtecoixtayutla.vmj																			https://www.scriptureearth.org/data/vmj/video/vmj-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/vmj	
Mixtec, Juxtlahuaca	Central Juxtlahuaca Mixtec, Mixteco de Juxtlahuaca, Mixteco de Juxtlahuaca	vmc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=vmc	Mexico																						https://globalrecordings.net/en/language/4050					https://www.scriptureearth.org/data/vmc/video/JESUSFilm-vmc.txt																		language map: https://joshuaproject.net/languages/vmc	
Mixtec, Magdalena Peñasco	M. de San Agustín Tlacotepec, Mixteco de San Agustín Tlacotepec, San Agustín Tlacotepec Mixtec, San Cristóbal Amoltepec Mixtec, San Mateo Peñasco Mixtec, Tlacotepec Mixtec, Peñasco Mixtec, Sa'an Ñuu Savi	xtm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xtm	Mexico	27	82		82	1		4	235	4	235					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecomagdalenapenasco.xtm	https://www.scriptureearth.org/data/xtm/study/xtmNT_Mixteco_Magdalena_Penasco-4.7.apk: (para dispositivos móviles con menos de Android 4.0 18MB) ## https://www.scriptureearth.org/data/xtm/study/xtmNT_Mixteco_Magdalena_Penasco3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 188MB) ## https://www.scriptureearth.org/data/xtm/study/xtmNT_Mixteco_Magdalena_Penasco3gp-9.2.4.apk: (con el texto y audio del Nuevo Testamento y más 258MB)		https://live.bible.is/bible/XTMWBT	https://www.bible.com/bible/847/MAT.1	https://www.globalrecordings.net/en/language/xtm	1				https://www.scriptureearth.org/data/xtm/video/https://www.jesusfilm.org/watch/jesus.html/mixtec-magdalena-penasco.html								https://www.scriptureearth.org/data/xtm/video/xtm-johnvids.txt ## https://www.scriptureearth.org/data/xtm/video/xtm-johnvids-640.txt	https://www.scriptureearth.org/data/xtm/video/xtm-scripture-videos.txt ## https://www.scriptureearth.org/data/xtm/video/xtm-ScriptureAnim-640.txt			https://www.youtube.com/channel/UCXG7i6J1rhfe1B_bs2xiNgg: (Historias de la Biblia)						language map: https://joshuaproject.net/languages/xtm	
Mixtec, Mechoacán	Tyeꞌe Ñi, Mixteco de Sta. Catarina Mechoacán, Oaxaca, Djaꞌan Xiñi Djavi	mih	micho		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mih&rod=micho	Mexico															1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecomechoacan.mih	https://www.scriptureearth.org/data/mih/study/mihNT_Mixteco_Mechoacan3gp-9.2.2.apk: (con el texto y audio del Nuevo Testamento 203MB)		https://live.bible.is/bible/MIHUNT																									language map: https://joshuaproject.net/languages/mih	
Mixtec, Metlatonoc	M. de San Rafael, Mixteco de San Rafael, Mixtec, Metlatónoc	mxv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mxv	Mexico		260				1									1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecometlatonoc	https://www.scriptureearth.org/data/mxv/study/mxvNT_Mixteco_Metlatonoc3gp-9.3.apk: (con el texto y audio del Nuevo Testamento 236MB) ## https://www.scriptureearth.org/data/mxv/study/mxvNT_Mixteco_Metlatonoc-4.7.apk: (para dispositivos móviles con menos de Android 4.0 20MB) ## https://www.scriptureearth.org/data/mxv/study/mxvNT_Mixteco_Metlatonoc3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 215MB)			https://www.bible.com/bible/1790/MAT.1	https://www.globalrecordings.net/en/language/mxv					https://www.scriptureearth.org/data/mxv/video/JESUSFilm-mxv.txt								https://www.scriptureearth.org/data/mxv/video/mxv-johnvids.txt ## https://www.scriptureearth.org/data/mxv/video/mxv-johnvids-640.txt	https://www.scriptureearth.org/data/mxv/video/mxv-scripture-videos.txt ## https://www.scriptureearth.org/data/mxv/video/mxv-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mxv	
Mixtec, Mixtepec	M. del Este de Juxtlahuaca, Mixteco del Este de Juxtlahuaca, Eastern Juxtlahuaca Mixtec, Mixteco de Oeste Central	mix			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mix	Mexico	4	89	4	89											1		https://play.google.com/store/apps/details?id=org.scriptureearth.mixtecomixtepec.mix	https://www.scriptureearth.org/data/mix/study/mixLUK_Mixteco_Mixtepec-4.7.apk: (el texto y audio de Lucas--para dispositivos móviles con menos de Android 4.0)				https://www.globalrecordings.net/en/language/mix						https://www.scriptureearth.org/data/mix/video/LukeVideo-mix.txt							https://www.scriptureearth.org/data/mix/video/mix-johnvids.txt ## https://www.scriptureearth.org/data/mix/video/mix-johnvids-640.txt	https://www.scriptureearth.org/data/mix/video/mix-scripture-videos.txt									language map: https://joshuaproject.net/languages/mix	
Mixtec, Northern Tlaxiaco	Mixteco de San Juan Ñumí, San Antonino Monte Verde, San Antonio Nduaxico, San Sebastián Nicananduta, Santiago Nundiche, Yosoñama, Mixteco del Norte de Tlaxiaco, Sa'an nda'u, Sa'an savi, Ñumí Mixtec	xtn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xtn	Mexico	27	260			1	1	9	342	9	342					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixteconortetlaxiaco.xtn	https://www.scriptureearth.org/data/xtn/study/xtnNT_Mixteco_norte_Tlaxiaco3gp-9.0.1.apk: (con el texto y audio del Nuevo Testamento y otros libros 330MB) ## https://www.scriptureearth.org/data/xtn/study/xtnNT_Mixteco_norte_Tlaxiaco-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/xtn/study/xtnNT_Mixteco_norte_Tlaxiaco3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 278MB)		https://live.bible.is/bible/XTNTBL	https://www.bible.com/bible/1561/MAT.1	https://www.globalrecordings.net/en/language/xtn	1				https://www.scriptureearth.org/data/xtn/video/JESUS-xtn.txt ## https://www.scriptureearth.org/data/xtn/video/JESUSFilm-xtn.txt				https://www.scriptureearth.org/data/xtn/video/GenesisVideo-xtn.txt				https://www.scriptureearth.org/data/xtn/video/xtn-johnvids.txt ## https://www.scriptureearth.org/data/xtn/video/xtn-johnvids-640.txt	https://www.scriptureearth.org/data/xtn/video/xtn-scripture-videos.txt ## https://www.scriptureearth.org/data/xtn/video/xtn-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/xtn	
Mixtec, Oaxaca Noroeste	Mixteco de Yucuná, Mixteco del Noroeste, Tu'un davi	mxa			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mxa	Mexico																											https://www.scriptureearth.org/data/mxa/video/JESUSFilm-mxa.txt																		language map: https://joshuaproject.net/languages/mxa	
Mixtec, Ocotepec	Mixteco de Santo Tomas Ocotepec, Mixteco de Santo Tomás Ocotepec, Mixteco, Ocotepec, Mixteco: Santo Tomas Ocotepec, Ocotepec Mixtec, Mixteco de Sierra Sur Noroeste, Santo Tomás Ocotepec Mixtec, Tu'un savi	mie			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mie	Mexico	27	260			1	1									1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecoocotepec.mie	https://www.scriptureearth.org/data/mie/study/mieNT_Mixteco_Ocotepec3gp-9.2.1.apk: (con el texto y audio del Nuevo Testamento 212MB) ## https://www.scriptureearth.org/data/mie/study/mieNT_Mixteco_Ocotepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/mie/study/mieNT_Mixteco_Ocotepec3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 190MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-ocotepec-nt-mie ## Nuevo Testamento: https://www.amazon.com.mx/Ocotepec-Mixtec-New-Testament-1977/dp/1531304168/ref=sr_1_11?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=CNC84Y7P1A58&keywords=new+testament+mixtec&qi ## New Testament: https://www.amazon.com/Ocotepec-Mixtec-New-Testament-1977/dp/1531304168/ref=sr_1_2?crid=2C22ER3YB0ZZB&keywords=Ocotepec+Mixtec+New+Testament&qid=1649107436&sprefix=ocotepec+mixtec+	https://live.bible.is/bible/MIETBL	https://www.bible.com/bible/785/MAT.1	https://globalrecordings.net/en/language/2897	1	https://www.scriptureearth.org/data/mie/study/mie_MAT_REV.jar			https://www.scriptureearth.org/data/mie/video/JESUSFilm-mie.txt	https://www.scriptureearth.org/data/mie/video/LukeVideo-mie.txt							https://www.scriptureearth.org/data/mie/video/mie-johnvids.txt ## https://www.scriptureearth.org/data/mie/video/mie-johnvids-640.txt	https://www.scriptureearth.org/data/mie/video/mie-scripture-videos.txt ## https://www.scriptureearth.org/data/mie/video/mie-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mie	
Mixtec, Peñoles	Mixteco de Santiago Tlazoyaltepec, Mixteco de Peñoles, Mixteco de San Mateo Tepantepec, Penoles Mixtec, Eastern Mixtec, Mixteco de Santa María Peñoles, Tu'un savi	mil			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mil	Mexico	27	260			1	1									1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecopenoles.mil	https://www.scriptureearth.org/data/mil/study/milNT_Mixteco_Penoles3gp-9.2.1.apk: (con el texto y audio del Nuevo Testamento 260MB) ## https://www.scriptureearth.org/data/mil/study/milNT_Mixteco_Penoles-4.7.apk: (para dispositivos móviles con menos de Android 4.0 24MB) ## https://www.scriptureearth.org/data/mil/study/milNT_Mixteco_Penoles3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 238MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-penoles-nt-mil ## Nuevo Testamento: https://www.amazon.com.mx/Pe%C3%B1oles-Mixtec-New-Testament-2002/dp/1531304192/ref=sr_1_8?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=CNC84Y7P1A58&keywords=new+testament+mixtec ## New Testament: https://www.amazon.com/Pe%C3%B1oles-Mixtec-New-Testament-2002/dp/1531304192/ref=sr_1_1?crid=3S57VDWWL0792&keywords=penoles+mixtec+new+testament&qid=1649106432&sprefix=pe%C3%B1oles+	https://live.bible.is/bible/MILTBL	https://www.bible.com/bible/792/MAT.1	https://www.globalrecordings.net/en/language/mil	1	https://www.scriptureearth.org/data/mil/study/mil_MAT_REV.jar			https://www.scriptureearth.org/data/mil/video/JESUSFilm-mil.txt								https://www.scriptureearth.org/data/mil/video/mil-johnvids.txt ## https://www.scriptureearth.org/data/mil/video/mil-johnvids-640.txt	https://www.scriptureearth.org/data/mil/video/mil-scripture-videos.txt ## https://www.scriptureearth.org/data/mil/video/mil-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mil	
Mixtec, Pinotepa Nacional	Mixteco del oeste de Jamiltepec, Costa, Jicaltepec, Coastal Mixtec, Jicaltepec Mixtec, Lowland Jicaltepec Mixtec, Western Jamiltepec Mixtec	mio			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mio	Mexico	27				1		1	50	1	50					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecopinotepanacional.mio	https://www.scriptureearth.org/data/mio/study/mioNT_Mixteco_Pinotepa_Nacional3gp-9.2.4.apk: (con el texto y audio del Nuevo Testamento y Génesis 228MB) ## https://www.scriptureearth.org/data/mio/study/mioNT_Mixteco_Pinotepa_Nacional-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/mio/study/mioNT_Mixteco_Pinotepa_Nacional3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 180MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-pinotepa-de-nacional-nt-mio ## Nuevo Testamento: https://www.amazon.com.mx/Pinotepa-Nacional-Mixtec-New-Testament/dp/1531304206/ref=sr_1_12?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=CNC84Y7P1A58&keywords=new+testament+mixte ## New Testament: https://www.amazon.com/Pinotepa-Nacional-Mixtec-New-Testament/dp/1531304206/ref=sr_1_1?crid=2RJLM9OUQUP37&keywords=Pinotepa+Nacional+Mixtec+New+Testament&qid=1649114786&sprefix=pin	https://live.bible.is/bible/MIOWBT	https://www.bible.com/bible/776/MAT.1	https://globalrecordings.net/en/language/2896	1	https://www.scriptureearth.org/data/mio/study/mio_MAT_REV.jar				https://www.scriptureearth.org/data/mio/video/LukeVideo-mio.txt							https://www.scriptureearth.org/data/mio/video/mio-johnvids.txt ## https://www.scriptureearth.org/data/mio/video/mio-johnvids-640.txt	https://www.scriptureearth.org/data/mio/video/mio-scripture-videos.txt ## https://www.scriptureearth.org/data/mio/video/mio-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mio	
Mixtec, Potoichan	Mixteco de Potoichan, Mixtec, Alacatlatzala, Mixteco de Alacatlatzala	mim	6043		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mim&rod=6043	Mexico																											https://www.scriptureearth.org/data/mim/video/JESUSFilm-mimP.es.txt																		language map: https://joshuaproject.net/languages/mim	
Mixtec, San Juan Colorado	Mixteco del Este de Jamiltepec, Mixteco de Oaxaca de la Costa Noroeste, Tu'un sav	mjc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mjc	Mexico	27	36		36	1		2	50	2	50					1	1	https://play.google.com/store/apps/details?id=org.wyliffe.mixtecosanjuancolorado.mjc	https://www.scriptureearth.org/data/mjc/study/mjcNT_Mixteco_San_Juan_Colorado-4.7.apk: (para dispositivos móviles con menos de Android 4.0)	New Testament: https://virtualstorehouse.org/products/mixteco-de-san-juan-colorado-nt-mjc ## Nuevo Testamento: https://www.amazon.com.mx/San-Juan-Colorado-Mixtec-Testament/dp/1531304249/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=CNC84Y7P1A58&keywords=new+testament+mixtec&qid ## New Testament: https://www.amazon.com/San-Juan-Colorado-Mixtec-Testament/dp/1531304249/ref=sr_1_1?crid=OA2MJA1INKLS&keywords=San+Juan+Colorado+Mixtec+New+Testament&qid=1649104710&sprefix=san+juan		https://www.bible.com/bible/732/MAT.1	https://www.globalrecordings.net/en/language/mjc	1	https://www.scriptureearth.org/data/mjc/study/mjc_MAT_REV.jar																					language map: https://joshuaproject.net/languages/mjc	
